material,method,run,hf_budget,hv
SMP,Physics-free,12,70,0.7596652808902711
SMP,Physics-free,12,80,0.771971210216531
SMP,Physics-free,12,90,0.771971210216531
SMP,Physics-free,12,100,0.778553442833419
SMP,Physics-free,12,110,0.7858353014196154
SMP,Physics-free,12,120,0.7880631300938904
SMP,Physics-free,13,20,0.5803000070547295
SMP,Physics-free,13,30,0.6343258434459396
SMP,Physics-free,13,40,0.6759786461553853
SMP,Physics-free,13,50,0.7117204205404898
SMP,Physics-free,13,60,0.7274580658018132
SMP,Physics-free,13,70,0.7506711283293475
SMP,Physics-free,13,80,0.7614224670308547
SMP,Physics-free,13,90,0.7722423894657133
SMP,Physics-free,13,100,0.7835670012214089
SMP,Physics-free,13,110,0.7839668272482556
SMP,Physics-free,13,120,0.7849777648866203
SMP,Physics-free,14,20,0.5736720107464468
SMP,Physics-free,14,30,0.6333581591537263
SMP,Physics-free,14,40,0.6663362532825202
SMP,Physics-free,14,50,0.7010159041645263
SMP,Physics-free,14,60,0.7259447473989026
SMP,Physics-free,14,70,0.7349173427263719
SMP,Physics-free,14,80,0.7473270907199568
SMP,Physics-free,14,90,0.7646752742305888
SMP,Physics-free,14,100,0.7738392439601046
SMP,Physics-free,14,110,0.7767670060343563
SMP,Physics-free,14,120,0.7767670060343563
SMP,Physics-free,15,20,0.5721841705930881
SMP,Physics-free,15,30,0.6235868896223649
SMP,Physics-free,15,40,0.6637256224599138
SMP,Physics-free,15,50,0.6946431502369392
SMP,Physics-free,15,60,0.7105273875286382
SMP,Physics-free,15,70,0.7319333410323826
SMP,Physics-free,15,80,0.7404345549394202
SMP,Physics-free,15,90,0.7540663521571787
SMP,Physics-free,15,100,0.7606291478562034
SMP,Physics-free,15,110,0.7606291478562034
SMP,Physics-free,15,120,0.7630672704497403
SMP,MF-SAEA,1,20,0.6026607080219718
SMP,MF-SAEA,1,30,0.6644501132018623
SMP,MF-SAEA,1,40,0.7062363303875214
SMP,MF-SAEA,1,50,0.7435862087995591
SMP,MF-SAEA,1,60,0.7683897701335104
SMP,MF-SAEA,1,70,0.7809468353562523
SMP,MF-SAEA,1,80,0.7939151294469841
SMP,MF-SAEA,1,90,0.8071078265383231
SMP,MF-SAEA,1,100,0.8099115670626348
SMP,MF-SAEA,1,110,0.8106394612020154
SMP,MF-SAEA,1,120,0.8145986351850666
SMP,MF-SAEA,2,20,0.5920473456844823
SMP,MF-SAEA,2,30,0.6679890267056715
SMP,MF-SAEA,2,40,0.7175348780074552
SMP,MF-SAEA,2,50,0.7443860877806349
SMP,MF-SAEA,2,60,0.7712322204631807
SMP,MF-SAEA,2,70,0.7771451374203804
SMP,MF-SAEA,2,80,0.7889259676407091
SMP,MF-SAEA,2,90,0.8052370019686326
SMP,MF-SAEA,2,100,0.8073099279160341
SMP,MF-SAEA,2,110,0.8076473715921799
SMP,MF-SAEA,2,120,0.8121411598997668
SMP,MF-SAEA,3,20,0.5954185668697701
SMP,MF-SAEA,3,30,0.662150668184488
SMP,MF-SAEA,3,40,0.7083832461760318
SMP,MF-SAEA,3,50,0.7427519313496784
SMP,MF-SAEA,3,60,0.7690786749214571
SMP,MF-SAEA,3,70,0.7829495693945496
SMP,MF-SAEA,3,80,0.8034758067605398
SMP,MF-SAEA,3,90,0.8034758067605398
SMP,MF-SAEA,3,100,0.8138131799578658
SMP,MF-SAEA,3,110,0.8155755806501019
SMP,MF-SAEA,3,120,0.8228091437163492
SMP,MF-SAEA,4,20,0.5876262944450859
SMP,MF-SAEA,4,30,0.6583370004007735
SMP,MF-SAEA,4,40,0.7051587812358581
SMP,MF-SAEA,4,50,0.7356367491797845
SMP,MF-SAEA,4,60,0.7589146611127101
SMP,MF-SAEA,4,70,0.7804950752337736
SMP,MF-SAEA,4,80,0.7878487905617351
SMP,MF-SAEA,4,90,0.7963308717780114
SMP,MF-SAEA,4,100,0.8126866441943434
SMP,MF-SAEA,4,110,0.8126866441943434
SMP,MF-SAEA,4,120,0.8146255592102254
SMP,MF-SAEA,5,20,0.59027262326612
SMP,MF-SAEA,5,30,0.648851766049669
SMP,MF-SAEA,5,40,0.6973030269848761
SMP,MF-SAEA,5,50,0.7185281743488608
SMP,MF-SAEA,5,60,0.7330840812795545
SMP,MF-SAEA,5,70,0.763393070451523
SMP,MF-SAEA,5,80,0.7714349506153442
SMP,MF-SAEA,5,90,0.7724006154595682
SMP,MF-SAEA,5,100,0.7772118210038549
SMP,MF-SAEA,5,110,0.7910271702923177
SMP,MF-SAEA,5,120,0.7931034364721831
SMP,MF-SAEA,6,20,0.613404445996454
SMP,MF-SAEA,6,30,0.6762927097305913
SMP,MF-SAEA,6,40,0.7297689456248146
SMP,MF-SAEA,6,50,0.7580121252970242
SMP,MF-SAEA,6,60,0.7886965139550283
SMP,MF-SAEA,6,70,0.7970209773036344
SMP,MF-SAEA,6,80,0.8104670730381289
SMP,MF-SAEA,6,90,0.8169089611123466
SMP,MF-SAEA,6,100,0.8293850026638708
SMP,MF-SAEA,6,110,0.8314734732947866
SMP,MF-SAEA,6,120,0.8314734732947866
SMP,MF-SAEA,7,20,0.5924397222049516
SMP,MF-SAEA,7,30,0.6552236369388904
SMP,MF-SAEA,7,40,0.7089137056462204
SMP,MF-SAEA,7,50,0.750739890401042
SMP,MF-SAEA,7,60,0.7647833488618768
SMP,MF-SAEA,7,70,0.7886704513394888
SMP,MF-SAEA,7,80,0.7998086724665046
SMP,MF-SAEA,7,90,0.8150028557932304
SMP,MF-SAEA,7,100,0.8150028557932304
SMP,MF-SAEA,7,110,0.8177973607676856
SMP,MF-SAEA,7,120,0.8177973607676856
SMP,MF-SAEA,8,20,0.5973441430631932
SMP,MF-SAEA,8,30,0.6628264747345787
SMP,MF-SAEA,8,40,0.721038770700437
SMP,MF-SAEA,8,50,0.7545797608703073
SMP,MF-SAEA,8,60,0.7747984289376822
SMP,MF-SAEA,8,70,0.7911926112348221
SMP,MF-SAEA,8,80,0.7911926112348221
SMP,MF-SAEA,8,90,0.8004302645910907
SMP,MF-SAEA,8,100,0.8205407125235371
SMP,MF-SAEA,8,110,0.8205407125235371
SMP,MF-SAEA,8,120,0.8205407125235371
SMP,MF-SAEA,9,20,0.6074619744886949
SMP,MF-SAEA,9,30,0.6693851675617821
SMP,MF-SAEA,9,40,0.7234364676634982
SMP,MF-SAEA,9,50,0.752041420416471
SMP,MF-SAEA,9,60,0.7782539605008936
SMP,MF-SAEA,9,70,0.798698381300854
SMP,MF-SAEA,9,80,0.8162149862169563
SMP,MF-SAEA,9,90,0.8195008297904199
SMP,MF-SAEA,9,100,0.8252927151046623
SMP,MF-SAEA,9,110,0.8252927151046623
SMP,MF-SAEA,9,120,0.8291744884171571
SMP,MF-SAEA,10,20,0.5899840872905504
SMP,MF-SAEA,10,30,0.6567780536107305
SMP,MF-SAEA,10,40,0.7041428614158054
SMP,MF-SAEA,10,50,0.7350401831781673
SMP,MF-SAEA,10,60,0.7624561837855275
SMP,MF-SAEA,10,70,0.7786367452768009
SMP,MF-SAEA,10,80,0.7929093510800349
SMP,MF-SAEA,10,90,0.797082156476072
SMP,MF-SAEA,10,100,0.8010135450293697
SMP,MF-SAEA,10,110,0.8173270899930726
SMP,MF-SAEA,10,120,0.8218582006726909
SMP,MF-SAEA,11,20,0.5951732328312344
SMP,MF-SAEA,11,30,0.6629605605566564
SMP,MF-SAEA,11,40,0.7126070211640539
SMP,MF-SAEA,11,50,0.7483179882503814
SMP,MF-SAEA,11,60,0.770526170205224
SMP,MF-SAEA,11,70,0.7877357279840135
SMP,MF-SAEA,11,80,0.7954260529313658
SMP,MF-SAEA,11,90,0.8057194229272897
SMP,MF-SAEA,11,100,0.8128939139598693
SMP,MF-SAEA,11,110,0.8128939139598693
SMP,MF-SAEA,11,120,0.8168004513232942
SMP,MF-SAEA,12,20,0.6032834085423107
SMP,MF-SAEA,12,30,0.6759530636273243
SMP,MF-SAEA,12,40,0.7220710832306627
SMP,MF-SAEA,12,50,0.750252797976481
SMP,MF-SAEA,12,60,0.7822189896423949
SMP,MF-SAEA,12,70,0.7916249579075163
SMP,MF-SAEA,12,80,0.80261632389166
SMP,MF-SAEA,12,90,0.8111231831309926
SMP,MF-SAEA,12,100,0.8192850356042054
SMP,MF-SAEA,12,110,0.8279985263496805
SMP,MF-SAEA,12,120,0.8319847272512099
SMP,MF-SAEA,13,20,0.601627198334508
SMP,MF-SAEA,13,30,0.6637263187821156
SMP,MF-SAEA,13,40,0.7113512236218792
SMP,MF-SAEA,13,50,0.7325890607726533
SMP,MF-SAEA,13,60,0.7632735399380044
SMP,MF-SAEA,13,70,0.7877379655441041
SMP,MF-SAEA,13,80,0.7882967083330016
SMP,MF-SAEA,13,90,0.8030531674547763
SMP,MF-SAEA,13,100,0.8030531674547763
SMP,MF-SAEA,13,110,0.8080225784326377
SMP,MF-SAEA,13,120,0.8150237396434414
SMP,MF-SAEA,14,20,0.5922457601304333
SMP,MF-SAEA,14,30,0.6576464950085784
SMP,MF-SAEA,14,40,0.7048962495868513
SMP,MF-SAEA,14,50,0.7383150750511724
SMP,MF-SAEA,14,60,0.7597730316928987
SMP,MF-SAEA,14,70,0.7794034975554256
SMP,MF-SAEA,14,80,0.7853713503041889
SMP,MF-SAEA,14,90,0.790338367236932
SMP,MF-SAEA,14,100,0.8034960736247265
SMP,MF-SAEA,14,110,0.8066559940627057
SMP,MF-SAEA,14,120,0.8066559940627057
SMP,MF-SAEA,15,20,0.5968744959593392
SMP,MF-SAEA,15,30,0.6653066800509568
SMP,MF-SAEA,15,40,0.7081155084656809
SMP,MF-SAEA,15,50,0.7539627934621733
SMP,MF-SAEA,15,60,0.7666960273086361
SMP,MF-SAEA,15,70,0.7795211297301137
SMP,MF-SAEA,15,80,0.7964296407146463
SMP,MF-SAEA,15,90,0.8000653959026984
SMP,MF-SAEA,15,100,0.8084439420469093
SMP,MF-SAEA,15,110,0.8114758696004721
SMP,MF-SAEA,15,120,0.8183742379540345
SMP,Proposed,1,20,0.6344399732649584
SMP,Proposed,1,30,0.7217234741624623
SMP,Proposed,1,40,0.7797080345181694
SMP,Proposed,1,50,0.8164212340542015
SMP,Proposed,1,60,0.8434491552970403
SMP,Proposed,1,70,0.8570937794939675
SMP,Proposed,1,80,0.8688959499013037
SMP,Proposed,1,90,0.8806868972714403
SMP,Proposed,1,100,0.8854519489741898
SMP,Proposed,1,110,0.8854519489741898
SMP,Proposed,1,120,0.891232090672665
SMP,Proposed,2,20,0.6328414062790899
SMP,Proposed,2,30,0.7207797456069964
SMP,Proposed,2,40,0.7875600728360814
SMP,Proposed,2,50,0.8152105223052954
SMP,Proposed,2,60,0.8362908020772011
SMP,Proposed,2,70,0.8492459227404435
SMP,Proposed,2,80,0.858589335356368
SMP,Proposed,2,90,0.8646879526588065
SMP,Proposed,2,100,0.8680254689880388
SMP,Proposed,2,110,0.874612254296861
SMP,Proposed,2,120,0.8749711309338628
SMP,Proposed,3,20,0.6321898524563436
SMP,Proposed,3,30,0.7188470893891773
SMP,Proposed,3,40,0.7889660643874326
SMP,Proposed,3,50,0.8177605464181545
SMP,Proposed,3,60,0.8474131722456407
SMP,Proposed,3,70,0.8563086463291485
SMP,Proposed,3,80,0.8668610490862627
SMP,Proposed,3,90,0.880336805844208
SMP,Proposed,3,100,0.8828928309312579
SMP,Proposed,3,110,0.8828928309312579
SMP,Proposed,3,120,0.8828928309312579
SMP,Proposed,4,20,0.6369531026360216
SMP,Proposed,4,30,0.7422368726906707
SMP,Proposed,4,40,0.8007326787355671
SMP,Proposed,4,50,0.835658137750934
SMP,Proposed,4,60,0.8602091175571629
SMP,Proposed,4,70,0.8767285277246218
SMP,Proposed,4,80,0.894479062389184
SMP,Proposed,4,90,0.8978194594037999
SMP,Proposed,4,100,0.9009579048297232
SMP,Proposed,4,110,0.9009579048297232
SMP,Proposed,4,120,0.9053331084886029
SMP,Proposed,5,20,0.6289771463716195
SMP,Proposed,5,30,0.7114068389106822
SMP,Proposed,5,40,0.7708900686245421
SMP,Proposed,5,50,0.8136530783849191
SMP,Proposed,5,60,0.8397342476005211
SMP,Proposed,5,70,0.8556143460000941
SMP,Proposed,5,80,0.8649994444361497
SMP,Proposed,5,90,0.8723264051002472
SMP,Proposed,5,100,0.8767027141128764
SMP,Proposed,5,110,0.8767027141128764
SMP,Proposed,5,120,0.8814112663235695
SMP,Proposed,6,20,0.6407313113146093
SMP,Proposed,6,30,0.7491641871087891
SMP,Proposed,6,40,0.8037412898747888
SMP,Proposed,6,50,0.8394344194531462
SMP,Proposed,6,60,0.8573323616345857
SMP,Proposed,6,70,0.8703829685078716
SMP,Proposed,6,80,0.8845819581692601
SMP,Proposed,6,90,0.8879509603544481
SMP,Proposed,6,100,0.8973663840103033
SMP,Proposed,6,110,0.8973663840103033
SMP,Proposed,6,120,0.8973663840103033
SMP,Proposed,7,20,0.6402791345589959
SMP,Proposed,7,30,0.7274623748677224
SMP,Proposed,7,40,0.7879066397179968
SMP,Proposed,7,50,0.8283274542703221
SMP,Proposed,7,60,0.8509103612980614
SMP,Proposed,7,70,0.8681116585175449
SMP,Proposed,7,80,0.8723057108915928
SMP,Proposed,7,90,0.8894498236750543
SMP,Proposed,7,100,0.894190252221489
SMP,Proposed,7,110,0.894190252221489
SMP,Proposed,7,120,0.894335940384342
SMP,Proposed,8,20,0.6350509817666794
SMP,Proposed,8,30,0.7176564239909675
SMP,Proposed,8,40,0.7804372467405601
SMP,Proposed,8,50,0.8285676234783167
SMP,Proposed,8,60,0.8521232850952254
SMP,Proposed,8,70,0.8691735504635222
SMP,Proposed,8,80,0.8768365586960383
SMP,Proposed,8,90,0.8862896233454572
SMP,Proposed,8,100,0.8981833651381845
SMP,Proposed,8,110,0.8981833651381845
SMP,Proposed,8,120,0.8981833651381845
SMP,Proposed,9,20,0.6386953666548569
SMP,Proposed,9,30,0.7401001777560116
SMP,Proposed,9,40,0.7898979289704038
SMP,Proposed,9,50,0.8208659652730712
SMP,Proposed,9,60,0.8417521644682994
SMP,Proposed,9,70,0.8637175225323972
SMP,Proposed,9,80,0.8642801906854298
SMP,Proposed,9,90,0.8799686995272732
SMP,Proposed,9,100,0.8822815508983688
SMP,Proposed,9,110,0.8822815508983688
SMP,Proposed,9,120,0.8830892575883718
SMP,Proposed,10,20,0.6372978236178519
SMP,Proposed,10,30,0.7351218840338287
SMP,Proposed,10,40,0.8036807603178585
SMP,Proposed,10,50,0.8318140507707751
SMP,Proposed,10,60,0.8639919797651471
SMP,Proposed,10,70,0.8695131439554042
SMP,Proposed,10,80,0.8830121442775316
SMP,Proposed,10,90,0.8877691150770316
SMP,Proposed,10,100,0.8954795789666097
SMP,Proposed,10,110,0.8972942897465194
SMP,Proposed,10,120,0.8972942897465194
SMP,Proposed,11,20,0.6257599705095311
SMP,Proposed,11,30,0.7282011257186921
SMP,Proposed,11,40,0.7865664717133779
SMP,Proposed,11,50,0.8254501467502224
SMP,Proposed,11,60,0.8469358130044841
SMP,Proposed,11,70,0.8589774635609039
SMP,Proposed,11,80,0.8762292523413759
SMP,Proposed,11,90,0.8861106520172908
SMP,Proposed,11,100,0.8861106520172908
SMP,Proposed,11,110,0.8861106520172908
SMP,Proposed,11,120,0.8960649005402872
SMP,Proposed,12,20,0.6272771060830128
SMP,Proposed,12,30,0.7156454648448317
SMP,Proposed,12,40,0.7801306074780543
SMP,Proposed,12,50,0.8162431607631531
SMP,Proposed,12,60,0.8474216114433508
SMP,Proposed,12,70,0.8637552990656153
SMP,Proposed,12,80,0.8710054195706187
SMP,Proposed,12,90,0.8783643976500464
SMP,Proposed,12,100,0.889678343162338
SMP,Proposed,12,110,0.8952220696159884
SMP,Proposed,12,120,0.8996823759852497
SMP,Proposed,13,20,0.6397789638733878
SMP,Proposed,13,30,0.7250550102687681
SMP,Proposed,13,40,0.7929319919921747
SMP,Proposed,13,50,0.8388054721738831
SMP,Proposed,13,60,0.8533472377417672
SMP,Proposed,13,70,0.8686428742640948
SMP,Proposed,13,80,0.8750492803391772
SMP,Proposed,13,90,0.8914895767112808
SMP,Proposed,13,100,0.8922030389765443
SMP,Proposed,13,110,0.8922030389765443
SMP,Proposed,13,120,0.8927365614650444
SMP,Proposed,14,20,0.6385345499996777
SMP,Proposed,14,30,0.7410925330743701
SMP,Proposed,14,40,0.7918390225637069
SMP,Proposed,14,50,0.8297026814676711
SMP,Proposed,14,60,0.8574428301866756
SMP,Proposed,14,70,0.8710861171268813
SMP,Proposed,14,80,0.8710861171268813
SMP,Proposed,14,90,0.8855294405651577
SMP,Proposed,14,100,0.8917730355433412
SMP,Proposed,14,110,0.8917730355433412
SMP,Proposed,14,120,0.8917730355433412
SMP,Proposed,15,20,0.6277069319114782
SMP,Proposed,15,30,0.7204894777612941
SMP,Proposed,15,40,0.7841088742859421
SMP,Proposed,15,50,0.8136576291394098
SMP,Proposed,15,60,0.8357870855272075
SMP,Proposed,15,70,0.8535613645784004
SMP,Proposed,15,80,0.8727936834302151
SMP,Proposed,15,90,0.8727936834302151
SMP,Proposed,15,100,0.8727936834302151
SMP,Proposed,15,110,0.8727936834302151
SMP,Proposed,15,120,0.8813706044434282
Hydrogel,ParEGO,1,20,0.5386080111742501
Hydrogel,ParEGO,1,30,0.578246976507801
Hydrogel,ParEGO,1,40,0.6030973799701538
Hydrogel,ParEGO,1,50,0.6220623714647325
Hydrogel,ParEGO,1,60,0.6365194728803817
Hydrogel,ParEGO,1,70,0.6472417292579922
Hydrogel,ParEGO,1,80,0.6512664277468933
Hydrogel,ParEGO,1,90,0.6547125031842276
Hydrogel,ParEGO,1,100,0.6644883125485028
Hydrogel,ParEGO,1,110,0.6700788740193375
Hydrogel,ParEGO,1,120,0.6741826090648623
Hydrogel,ParEGO,2,20,0.545610738910444
Hydrogel,ParEGO,2,30,0.5889980761259772
Hydrogel,ParEGO,2,40,0.6103462726091213
Hydrogel,ParEGO,2,50,0.6326852932701689
Hydrogel,ParEGO,2,60,0.6497359899095799
Hydrogel,ParEGO,2,70,0.662911662772047
Hydrogel,ParEGO,2,80,0.672028123652609
Hydrogel,ParEGO,2,90,0.672028123652609
Hydrogel,ParEGO,2,100,0.6768009710946915
Hydrogel,ParEGO,2,110,0.6794524282228441
Hydrogel,ParEGO,2,120,0.6920108304814827
Hydrogel,ParEGO,3,20,0.5425832209323694
Hydrogel,ParEGO,3,30,0.5774397821011715
Hydrogel,ParEGO,3,40,0.6038551902705461
Hydrogel,ParEGO,3,50,0.6199898705452274
Hydrogel,ParEGO,3,60,0.6345830470190426
Hydrogel,ParEGO,3,70,0.6494033731597615
Hydrogel,ParEGO,3,80,0.6494033731597615
Hydrogel,ParEGO,3,90,0.669637682925144
Hydrogel,ParEGO,3,100,0.6764326763873292
Hydrogel,ParEGO,3,110,0.6764326763873292
Hydrogel,ParEGO,3,120,0.6764326763873292
Hydrogel,ParEGO,4,20,0.5382319879929496
Hydrogel,ParEGO,4,30,0.5663433106404687
Hydrogel,ParEGO,4,40,0.6055135419330518
Hydrogel,ParEGO,4,50,0.6098321341319217
Hydrogel,ParEGO,4,60,0.6387374365489198
Hydrogel,ParEGO,4,70,0.6387374365489198
Hydrogel,ParEGO,4,80,0.6519786263208719
Hydrogel,ParEGO,4,90,0.6587089029508765
Hydrogel,ParEGO,4,100,0.6617134593965854
Hydrogel,ParEGO,4,110,0.6728303894294256
Hydrogel,ParEGO,4,120,0.6728303894294256
Hydrogel,ParEGO,5,20,0.5427770394175118
Hydrogel,ParEGO,5,30,0.5724431081756868
Hydrogel,ParEGO,5,40,0.5932780867044098
Hydrogel,ParEGO,5,50,0.6201737616155754
Hydrogel,ParEGO,5,60,0.629663780912942
Hydrogel,ParEGO,5,70,0.6469178433857727
Hydrogel,ParEGO,5,80,0.659823327024407
Hydrogel,ParEGO,5,90,0.6671459853933298
Hydrogel,ParEGO,5,100,0.6671459853933298
Hydrogel,ParEGO,5,110,0.678279856103697
Hydrogel,ParEGO,5,120,0.678279856103697
Hydrogel,ParEGO,6,20,0.5403772060164456
Hydrogel,ParEGO,6,30,0.5722153037614769
Hydrogel,ParEGO,6,40,0.6056745707421346
Hydrogel,ParEGO,6,50,0.6289325417436773
Hydrogel,ParEGO,6,60,0.6382925114619327
Hydrogel,ParEGO,6,70,0.6566711443748944
Hydrogel,ParEGO,6,80,0.6610693565149686
Hydrogel,ParEGO,6,90,0.6657341794731524
Hydrogel,ParEGO,6,100,0.673234265981973
Hydrogel,ParEGO,6,110,0.6761702181123306
Hydrogel,ParEGO,6,120,0.6882132829092479
Hydrogel,ParEGO,7,20,0.5393833227634695
Hydrogel,ParEGO,7,30,0.5757620190017295
Hydrogel,ParEGO,7,40,0.5966456012998472
Hydrogel,ParEGO,7,50,0.6196160580190455
Hydrogel,ParEGO,7,60,0.6402260805471414
Hydrogel,ParEGO,7,70,0.6474032954461623
Hydrogel,ParEGO,7,80,0.6668280686957605
Hydrogel,ParEGO,7,90,0.6668280686957605
Hydrogel,ParEGO,7,100,0.6725209421440036
Hydrogel,ParEGO,7,110,0.6795044584272207
Hydrogel,ParEGO,7,120,0.6795044584272207
Hydrogel,ParEGO,8,20,0.5435805414164506
Hydrogel,ParEGO,8,30,0.5759090162117264
Hydrogel,ParEGO,8,40,0.6034221545929017
Hydrogel,ParEGO,8,50,0.6209526236241545
Hydrogel,ParEGO,8,60,0.6392569783475242
Hydrogel,ParEGO,8,70,0.6524144316251309
Hydrogel,ParEGO,8,80,0.6524144316251309
Hydrogel,ParEGO,8,90,0.669039350906209
Hydrogel,ParEGO,8,100,0.669039350906209
Hydrogel,ParEGO,8,110,0.6788825482187065
Hydrogel,ParEGO,8,120,0.6788825482187065
Hydrogel,ParEGO,9,20,0.5407241642888826
Hydrogel,ParEGO,9,30,0.5742951327035499
Hydrogel,ParEGO,9,40,0.5878834149585602
Hydrogel,ParEGO,9,50,0.6236143650013038
Hydrogel,ParEGO,9,60,0.6282035973795168
Hydrogel,ParEGO,9,70,0.6407384722672489
Hydrogel,ParEGO,9,80,0.6573747768830729
Hydrogel,ParEGO,9,90,0.6665745088768064
Hydrogel,ParEGO,9,100,0.6685216722599663
Hydrogel,ParEGO,9,110,0.6787740009987357
Hydrogel,ParEGO,9,120,0.6849672909946767
Hydrogel,ParEGO,10,20,0.5322063675546652
Hydrogel,ParEGO,10,30,0.5716572984281936
Hydrogel,ParEGO,10,40,0.5972172672016803
Hydrogel,ParEGO,10,50,0.6102321356701278
Hydrogel,ParEGO,10,60,0.623706848918073
Hydrogel,ParEGO,10,70,0.6377618697850445
Hydrogel,ParEGO,10,80,0.6489389943595603
Hydrogel,ParEGO,10,90,0.6623751879614822
Hydrogel,ParEGO,10,100,0.6696927991581217
Hydrogel,ParEGO,10,110,0.6739652104650568
Hydrogel,ParEGO,10,120,0.685039426908854
Hydrogel,ParEGO,11,20,0.5446338988308929
Hydrogel,ParEGO,11,30,0.5669181789369498
Hydrogel,ParEGO,11,40,0.5912669372403517
Hydrogel,ParEGO,11,50,0.6142534288452487
Hydrogel,ParEGO,11,60,0.6328500980685698
Hydrogel,ParEGO,11,70,0.6429446559926862
Hydrogel,ParEGO,11,80,0.6622737668743855
Hydrogel,ParEGO,11,90,0.6622737668743855
Hydrogel,ParEGO,11,100,0.6725527067434333
Hydrogel,ParEGO,11,110,0.676818446839915
Hydrogel,ParEGO,11,120,0.6796900992454722
Hydrogel,ParEGO,12,20,0.5443518099819954
Hydrogel,ParEGO,12,30,0.5828148242217752
Hydrogel,ParEGO,12,40,0.6074686413645751
Hydrogel,ParEGO,12,50,0.6218855658024005
Hydrogel,ParEGO,12,60,0.6387903043647298
Hydrogel,ParEGO,12,70,0.6544343765618974
Hydrogel,ParEGO,12,80,0.655803657398463
Hydrogel,ParEGO,12,90,0.6725196122158791
Hydrogel,ParEGO,12,100,0.677654404351232
Hydrogel,ParEGO,12,110,0.6809870691994073
Hydrogel,ParEGO,12,120,0.6809870691994073
Hydrogel,ParEGO,13,20,0.551224704803542
Hydrogel,ParEGO,13,30,0.584186727652623
Hydrogel,ParEGO,13,40,0.6127216541349646
Hydrogel,ParEGO,13,50,0.6362818495032184
Hydrogel,ParEGO,13,60,0.6460022923555457
Hydrogel,ParEGO,13,70,0.6684625864114201
Hydrogel,ParEGO,13,80,0.6684625864114201
Hydrogel,ParEGO,13,90,0.6684625864114201
Hydrogel,ParEGO,13,100,0.6812220068809864
Hydrogel,ParEGO,13,110,0.6852235947354915
Hydrogel,ParEGO,13,120,0.6933980497308921
Hydrogel,ParEGO,14,20,0.5452478900016628
Hydrogel,ParEGO,14,30,0.5668502871605436
Hydrogel,ParEGO,14,40,0.5992588759373527
Hydrogel,ParEGO,14,50,0.6233345492874385
Hydrogel,ParEGO,14,60,0.6365850841875605
Hydrogel,ParEGO,14,70,0.6505068943240072
Hydrogel,ParEGO,14,80,0.6561891355889694
Hydrogel,ParEGO,14,90,0.6639487680629286
Hydrogel,ParEGO,14,100,0.6746189764668871
Hydrogel,ParEGO,14,110,0.6774956373351886
Hydrogel,ParEGO,14,120,0.6774956373351886
Hydrogel,ParEGO,15,20,0.5453335189983636
Hydrogel,ParEGO,15,30,0.5780985897595586
Hydrogel,ParEGO,15,40,0.5958371516633775
Hydrogel,ParEGO,15,50,0.626354087403862
Hydrogel,ParEGO,15,60,0.6398999574431065
Hydrogel,ParEGO,15,70,0.6580240510294753
Hydrogel,ParEGO,15,80,0.6620400446664138
Hydrogel,ParEGO,15,90,0.6712951204234924
Hydrogel,ParEGO,15,100,0.6765491807181367
Hydrogel,ParEGO,15,110,0.6765491807181367
Hydrogel,ParEGO,15,120,0.6804034974222347
Hydrogel,GP-BO,1,20,0.5463776820157753
Hydrogel,GP-BO,1,30,0.5835721419625406
Hydrogel,GP-BO,1,40,0.6193386663779133
Hydrogel,GP-BO,1,50,0.6429591744339807
Hydrogel,GP-BO,1,60,0.6570376127816044
Hydrogel,GP-BO,1,70,0.6670494178223328
Hydrogel,GP-BO,1,80,0.6803267163119525
Hydrogel,GP-BO,1,90,0.6846825850347654
Hydrogel,GP-BO,1,100,0.6890515233506936
Hydrogel,GP-BO,1,110,0.6955508913204099
Hydrogel,GP-BO,1,120,0.6998314921483623
Hydrogel,GP-BO,2,20,0.5588053695029364
Hydrogel,GP-BO,2,30,0.6010860416797215
Hydrogel,GP-BO,2,40,0.6315693318748175
Hydrogel,GP-BO,2,50,0.6510334335894216
Hydrogel,GP-BO,2,60,0.668898626572588
Hydrogel,GP-BO,2,70,0.6777925065906572
Hydrogel,GP-BO,2,80,0.6870465164927976
Hydrogel,GP-BO,2,90,0.7014491206453602
Hydrogel,GP-BO,2,100,0.7014491206453602
Hydrogel,GP-BO,2,110,0.7053239135788214
Hydrogel,GP-BO,2,120,0.7093563177830849
Hydrogel,GP-BO,3,20,0.5499553363085733
Hydrogel,GP-BO,3,30,0.5943834091566684
Hydrogel,GP-BO,3,40,0.6303716547695095
Hydrogel,GP-BO,3,50,0.6498934707604577
Hydrogel,GP-BO,3,60,0.6510936687662943
Hydrogel,GP-BO,3,70,0.6750777134054727
Hydrogel,GP-BO,3,80,0.6855440202186864
Hydrogel,GP-BO,3,90,0.6948118336791251
Hydrogel,GP-BO,3,100,0.6985719737040973
Hydrogel,GP-BO,3,110,0.7035197783642371
Hydrogel,GP-BO,3,120,0.7047845250378514
Hydrogel,GP-BO,4,20,0.5477568857775633
Hydrogel,GP-BO,4,30,0.578425141882878
Hydrogel,GP-BO,4,40,0.6098575192841666
Hydrogel,GP-BO,4,50,0.6359688456317498
Hydrogel,GP-BO,4,60,0.6477718132492576
Hydrogel,GP-BO,4,70,0.6605584222473346
Hydrogel,GP-BO,4,80,0.6720138271870653
Hydrogel,GP-BO,4,90,0.6756707360039871
Hydrogel,GP-BO,4,100,0.6937246098621986
