material,method,hf_shots,run,relative_error
Hydrogel,Direct fine-tuning,5,11,0.3161083898592851
Hydrogel,Direct fine-tuning,5,12,0.31221105111093456
Hydrogel,Direct fine-tuning,5,13,0.29620873944971504
Hydrogel,Direct fine-tuning,5,14,0.3032066357141211
Hydrogel,Direct fine-tuning,5,15,0.2930760479910005
Hydrogel,Direct fine-tuning,10,1,0.24954210896108492
Hydrogel,Direct fine-tuning,10,2,0.2508541999513639
Hydrogel,Direct fine-tuning,10,3,0.2543185501318227
Hydrogel,Direct fine-tuning,10,4,0.24146738478078544
Hydrogel,Direct fine-tuning,10,5,0.2543159451623846
Hydrogel,Direct fine-tuning,10,6,0.26472162112783415
Hydrogel,Direct fine-tuning,10,7,0.26511659899679957
Hydrogel,Direct fine-tuning,10,8,0.25352835345612523
Hydrogel,Direct fine-tuning,10,9,0.24657051872823008
Hydrogel,Direct fine-tuning,10,10,0.2388504063957958
Hydrogel,Direct fine-tuning,10,11,0.24899874694499768
Hydrogel,Direct fine-tuning,10,12,0.26027806031744544
Hydrogel,Direct fine-tuning,10,13,0.2466847527300509
Hydrogel,Direct fine-tuning,10,14,0.24421858288303902
Hydrogel,Direct fine-tuning,10,15,0.2507764671676006
Hydrogel,Direct fine-tuning,20,1,0.20173110444173506
Hydrogel,Direct fine-tuning,20,2,0.19483201599893402
Hydrogel,Direct fine-tuning,20,3,0.18793260416738333
Hydrogel,Direct fine-tuning,20,4,0.20536411671509625
Hydrogel,Direct fine-tuning,20,5,0.2008309315328311
Hydrogel,Direct fine-tuning,20,6,0.20970665250543954
Hydrogel,Direct fine-tuning,20,7,0.19351200789469028
Hydrogel,Direct fine-tuning,20,8,0.1846936316338988
Hydrogel,Direct fine-tuning,20,9,0.190243608233559
Hydrogel,Direct fine-tuning,20,10,0.19786081472947695
Hydrogel,Direct fine-tuning,20,11,0.1929745218631005
Hydrogel,Direct fine-tuning,20,12,0.19156988476228462
Hydrogel,Direct fine-tuning,20,13,0.1971903495689226
Hydrogel,Direct fine-tuning,20,14,0.199512463355585
Hydrogel,Direct fine-tuning,20,15,0.18637200775968005
Hydrogel,Shared backbone,0,1,0.27170134418815806
Hydrogel,Shared backbone,0,2,0.3028472719720745
Hydrogel,Shared backbone,0,3,0.32171443115243376
Hydrogel,Shared backbone,0,4,0.3144777334146466
Hydrogel,Shared backbone,0,5,0.3190191507098445
Hydrogel,Shared backbone,0,6,0.3658158190792714
Hydrogel,Shared backbone,0,7,0.3338962269998245
Hydrogel,Shared backbone,0,8,0.3116231080396137
Hydrogel,Shared backbone,0,9,0.3267603444707001
Hydrogel,Shared backbone,0,10,0.28859592068212286
Hydrogel,Shared backbone,0,11,0.3254403983543281
Hydrogel,Shared backbone,0,12,0.307223735492517
Hydrogel,Shared backbone,0,13,0.2816024572857315
Hydrogel,Shared backbone,0,14,0.342025877481305
Hydrogel,Shared backbone,0,15,0.3368537280738144
Hydrogel,Shared backbone,5,1,0.25225348562601796
Hydrogel,Shared backbone,5,2,0.24031704362456274
Hydrogel,Shared backbone,5,3,0.2514019384035764
Hydrogel,Shared backbone,5,4,0.2531774953016201
Hydrogel,Shared backbone,5,5,0.24222700521226986
Hydrogel,Shared backbone,5,6,0.23390140147788543
Hydrogel,Shared backbone,5,7,0.2509763226153955
Hydrogel,Shared backbone,5,8,0.24055316036392393
Hydrogel,Shared backbone,5,9,0.2554260976760438
Hydrogel,Shared backbone,5,10,0.23952732973413465
Hydrogel,Shared backbone,5,11,0.2387820493714533
Hydrogel,Shared backbone,5,12,0.23471882553445134
Hydrogel,Shared backbone,5,13,0.24860478267541247
Hydrogel,Shared backbone,5,14,0.2491848057889871
Hydrogel,Shared backbone,5,15,0.2466323341554765
Hydrogel,Shared backbone,10,1,0.19598946315279703
Hydrogel,Shared backbone,10,2,0.19348413735715142
Hydrogel,Shared backbone,10,3,0.1859214568319827
Hydrogel,Shared backbone,10,4,0.20271920467632124
Hydrogel,Shared backbone,10,5,0.18779363528559334
Hydrogel,Shared backbone,10,6,0.18638045227925557
Hydrogel,Shared backbone,10,7,0.2128599073271729
Hydrogel,Shared backbone,10,8,0.19739595562171977
Hydrogel,Shared backbone,10,9,0.18822739224949483
Hydrogel,Shared backbone,10,10,0.2006411317624886
Hydrogel,Shared backbone,10,11,0.1969432505495196
Hydrogel,Shared backbone,10,12,0.19619871546761894
Hydrogel,Shared backbone,10,13,0.19329919630532405
Hydrogel,Shared backbone,10,14,0.2011970308501146
Hydrogel,Shared backbone,10,15,0.17743317744855014
Hydrogel,Shared backbone,20,1,0.1748842091644626
Hydrogel,Shared backbone,20,2,0.1654334281813408
Hydrogel,Shared backbone,20,3,0.1625654241613473
Hydrogel,Shared backbone,20,4,0.16839131814506522
Hydrogel,Shared backbone,20,5,0.1536383423014991
Hydrogel,Shared backbone,20,6,0.1644861183571468
Hydrogel,Shared backbone,20,7,0.1552240612083693
Hydrogel,Shared backbone,20,8,0.155657706803707
Hydrogel,Shared backbone,20,9,0.15628500561098319
Hydrogel,Shared backbone,20,10,0.15948714676869372
Hydrogel,Shared backbone,20,11,0.1625615722027127
Hydrogel,Shared backbone,20,12,0.1534097898371305
Hydrogel,Shared backbone,20,13,0.15266429038148605
Hydrogel,Shared backbone,20,14,0.16736276328656297
Hydrogel,Shared backbone,20,15,0.171191636201357
Hydrogel,Proposed + gate,0,1,0.29996337075578067
Hydrogel,Proposed + gate,0,2,0.3259407747498201
Hydrogel,Proposed + gate,0,3,0.3050364389612806
Hydrogel,Proposed + gate,0,4,0.30457567603588837
Hydrogel,Proposed + gate,0,5,0.29335595750154525
Hydrogel,Proposed + gate,0,6,0.30055885386305387
Hydrogel,Proposed + gate,0,7,0.2824278287954479
Hydrogel,Proposed + gate,0,8,0.29310548355179583
Hydrogel,Proposed + gate,0,9,0.2510542919538469
Hydrogel,Proposed + gate,0,10,0.2798962878561253
Hydrogel,Proposed + gate,0,11,0.2832446998989806
Hydrogel,Proposed + gate,0,12,0.3099777870123513
Hydrogel,Proposed + gate,0,13,0.3013054062106788
Hydrogel,Proposed + gate,0,14,0.28731445885250606
Hydrogel,Proposed + gate,0,15,0.30688096043353047
Hydrogel,Proposed + gate,5,1,0.2246269693354978
Hydrogel,Proposed + gate,5,2,0.22615692750221458
Hydrogel,Proposed + gate,5,3,0.2208158959412634
Hydrogel,Proposed + gate,5,4,0.22541661420020856
Hydrogel,Proposed + gate,5,5,0.22443819014260113
Hydrogel,Proposed + gate,5,6,0.22004330290851665
Hydrogel,Proposed + gate,5,7,0.2267293962561339
Hydrogel,Proposed + gate,5,8,0.21418730431982952
Hydrogel,Proposed + gate,5,9,0.226694937443636
Hydrogel,Proposed + gate,5,10,0.2187627372684208
Hydrogel,Proposed + gate,5,11,0.2350840792787596
Hydrogel,Proposed + gate,5,12,0.20803427122800572
Hydrogel,Proposed + gate,5,13,0.2255519786447309
Hydrogel,Proposed + gate,5,14,0.22146638012848252
Hydrogel,Proposed + gate,5,15,0.22796051235291134
Hydrogel,Proposed + gate,10,1,0.18849275534232354
Hydrogel,Proposed + gate,10,2,0.18155279406040412
Hydrogel,Proposed + gate,10,3,0.1572495935986072
Hydrogel,Proposed + gate,10,4,0.18284710026946158
Hydrogel,Proposed + gate,10,5,0.1628976381522793
Hydrogel,Proposed + gate,10,6,0.16608229100692737
Hydrogel,Proposed + gate,10,7,0.17948484260784972
Hydrogel,Proposed + gate,10,8,0.18902973509431562
Hydrogel,Proposed + gate,10,9,0.17817251908736398
Hydrogel,Proposed + gate,10,10,0.1678706614636006
Hydrogel,Proposed + gate,10,11,0.1790538174094748
Hydrogel,Proposed + gate,10,12,0.17431826944972578
Hydrogel,Proposed + gate,10,13,0.18203515429657058
Hydrogel,Proposed + gate,10,14,0.17967807925710433
Hydrogel,Proposed + gate,10,15,0.18138612146954658
Hydrogel,Proposed + gate,20,1,0.13494984698425702
Hydrogel,Proposed + gate,20,2,0.13852751628157772
Hydrogel,Proposed + gate,20,3,0.14343321026984063
Hydrogel,Proposed + gate,20,4,0.13746263043992288
Hydrogel,Proposed + gate,20,5,0.1508983150161839
Hydrogel,Proposed + gate,20,6,0.12932995933491898
Hydrogel,Proposed + gate,20,7,0.15296417039919344
Hydrogel,Proposed + gate,20,8,0.13056844600227102
Hydrogel,Proposed + gate,20,9,0.1384059362871565
Hydrogel,Proposed + gate,20,10,0.14665439513179795
Hydrogel,Proposed + gate,20,11,0.12805552323113642
Hydrogel,Proposed + gate,20,12,0.13420433131885137
Hydrogel,Proposed + gate,20,13,0.1399173983097277
Hydrogel,Proposed + gate,20,14,0.134641416728852
Hydrogel,Proposed + gate,20,15,0.13600853021929385
DEA,From scratch,0,1,0.42
DEA,From scratch,0,2,0.42
DEA,From scratch,0,3,0.3950806075168004
DEA,From scratch,0,4,0.42
DEA,From scratch,0,5,0.3619898686066274
DEA,From scratch,0,6,0.42
DEA,From scratch,0,7,0.42
DEA,From scratch,0,8,0.42
DEA,From scratch,0,9,0.3715352537015735
DEA,From scratch,0,10,0.4037949517598956
DEA,From scratch,0,11,0.39600013804776335
DEA,From scratch,0,12,0.41626802965008897
DEA,From scratch,0,13,0.40434866880038645
DEA,From scratch,0,14,0.4180918899104356
DEA,From scratch,0,15,0.42
DEA,From scratch,5,1,0.3338775140478545
DEA,From scratch,5,2,0.3374080032738094
DEA,From scratch,5,3,0.3420601587682047
DEA,From scratch,5,4,0.3174672947782863
DEA,From scratch,5,5,0.32269444493419563
DEA,From scratch,5,6,0.3389393338567419
DEA,From scratch,5,7,0.3193257742479881
DEA,From scratch,5,8,0.3325715517071377
DEA,From scratch,5,9,0.33747656871121895
DEA,From scratch,5,10,0.32116819728063095
DEA,From scratch,5,11,0.33795872586676146
DEA,From scratch,5,12,0.3452854978143318
DEA,From scratch,5,13,0.32877493107025724
DEA,From scratch,5,14,0.3387107773260142
DEA,From scratch,5,15,0.33635181327538927
DEA,From scratch,10,1,0.2780774566681115
DEA,From scratch,10,2,0.2536213676148843
DEA,From scratch,10,3,0.25006045104922553
DEA,From scratch,10,4,0.2646852100205886
DEA,From scratch,10,5,0.2768485522934423
DEA,From scratch,10,6,0.276532901874705
DEA,From scratch,10,7,0.27105427892878337
DEA,From scratch,10,8,0.2684878768037461
DEA,From scratch,10,9,0.2582120493624161
DEA,From scratch,10,10,0.262604489580357
DEA,From scratch,10,11,0.26651111543467254
DEA,From scratch,10,12,0.27459992713571824
DEA,From scratch,10,13,0.28999585609020456
DEA,From scratch,10,14,0.26865501550559573
DEA,From scratch,10,15,0.26153066532719
DEA,From scratch,20,1,0.20015460270641383
DEA,From scratch,20,2,0.2127680500829855
DEA,From scratch,20,3,0.20104531748713395
DEA,From scratch,20,4,0.20601498285978687
DEA,From scratch,20,5,0.21443979861888876
DEA,From scratch,20,6,0.20631795414250767
DEA,From scratch,20,7,0.20494197743738327
DEA,From scratch,20,8,0.21322353385571008
DEA,From scratch,20,9,0.2045101573843851
DEA,From scratch,20,10,0.22116376750689537
DEA,From scratch,20,11,0.2042518797898776
DEA,From scratch,20,12,0.21122788298009734
DEA,From scratch,20,13,0.21888320732614375
DEA,From scratch,20,14,0.19914257489271397
DEA,From scratch,20,15,0.19967565833055628
DEA,Direct fine-tuning,0,1,0.3283245025858321
DEA,Direct fine-tuning,0,2,0.3375912823054987
DEA,Direct fine-tuning,0,3,0.37062356669092883
DEA,Direct fine-tuning,0,4,0.3579164425076875
DEA,Direct fine-tuning,0,5,0.3398630322946128
DEA,Direct fine-tuning,0,6,0.3647136858892252
DEA,Direct fine-tuning,0,7,0.3406665502081353
DEA,Direct fine-tuning,0,8,0.3448970421115874
DEA,Direct fine-tuning,0,9,0.34823391284866057
DEA,Direct fine-tuning,0,10,0.3498993397457161
DEA,Direct fine-tuning,0,11,0.33826649837725603
DEA,Direct fine-tuning,0,12,0.339406475855827
DEA,Direct fine-tuning,0,13,0.336171767122159
DEA,Direct fine-tuning,0,14,0.3762770311229672
DEA,Direct fine-tuning,0,15,0.32827847037832303
DEA,Direct fine-tuning,5,1,0.25199279151546505
DEA,Direct fine-tuning,5,2,0.27421185202569914
DEA,Direct fine-tuning,5,3,0.26078282151812654
DEA,Direct fine-tuning,5,4,0.27233816109861847
DEA,Direct fine-tuning,5,5,0.2703232008059868
DEA,Direct fine-tuning,5,6,0.2589930916397672
DEA,Direct fine-tuning,5,7,0.2688335716008539
DEA,Direct fine-tuning,5,8,0.2550983402719709
DEA,Direct fine-tuning,5,9,0.2711710200748748
DEA,Direct fine-tuning,5,10,0.28536043162452873
DEA,Direct fine-tuning,5,11,0.2647572374424186
DEA,Direct fine-tuning,5,12,0.2567592485452935
DEA,Direct fine-tuning,5,13,0.2666638386074323
DEA,Direct fine-tuning,5,14,0.2757507919438058
DEA,Direct fine-tuning,5,15,0.27408351279865395
DEA,Direct fine-tuning,10,1,0.23471548001192322
DEA,Direct fine-tuning,10,2,0.2197618378205018
DEA,Direct fine-tuning,10,3,0.21402260846520665
DEA,Direct fine-tuning,10,4,0.23086378645872552
DEA,Direct fine-tuning,10,5,0.22605579754286145
DEA,Direct fine-tuning,10,6,0.2120503233045446
DEA,Direct fine-tuning,10,7,0.22097513329598392
DEA,Direct fine-tuning,10,8,0.2178628496227443
DEA,Direct fine-tuning,10,9,0.21342542080299912
DEA,Direct fine-tuning,10,10,0.20823514720706635
DEA,Direct fine-tuning,10,11,0.20951850556671317
DEA,Direct fine-tuning,10,12,0.21751558625902756
DEA,Direct fine-tuning,10,13,0.20479262455041697
DEA,Direct fine-tuning,10,14,0.22640065846219415
DEA,Direct fine-tuning,10,15,0.20275180572322477
DEA,Direct fine-tuning,20,1,0.16076810061413063
DEA,Direct fine-tuning,20,2,0.16498200652044684
DEA,Direct fine-tuning,20,3,0.1699289810828433
DEA,Direct fine-tuning,20,4,0.17148633808622582
DEA,Direct fine-tuning,20,5,0.16342017224651245
DEA,Direct fine-tuning,20,6,0.1620189840922927
DEA,Direct fine-tuning,20,7,0.1673298879260681
DEA,Direct fine-tuning,20,8,0.17817960388708812
DEA,Direct fine-tuning,20,9,0.1745476689817034
DEA,Direct fine-tuning,20,10,0.16262317476896385
DEA,Direct fine-tuning,20,11,0.16965046098944145
DEA,Direct fine-tuning,20,12,0.17583761367950604
DEA,Direct fine-tuning,20,13,0.16897661236185976
DEA,Direct fine-tuning,20,14,0.17052548075138613
DEA,Direct fine-tuning,20,15,0.15943722015797696
DEA,Shared backbone,0,1,0.24086685430985907
DEA,Shared backbone,0,2,0.28143645907622716
DEA,Shared backbone,0,3,0.2887998163753073
DEA,Shared backbone,0,4,0.24763920679386936
DEA,Shared backbone,0,5,0.24061827599437796
DEA,Shared backbone,0,6,0.2693523529653551
DEA,Shared backbone,0,7,0.28384744167476633
DEA,Shared backbone,0,8,0.2697437555715903
DEA,Shared backbone,0,9,0.25858102397702515
DEA,Shared backbone,0,10,0.2917442178677274
DEA,Shared backbone,0,11,0.26965955940029246
DEA,Shared backbone,0,12,0.25337777292385666
DEA,Shared backbone,0,13,0.2636198729732415
DEA,Shared backbone,0,14,0.27729926411725003
DEA,Shared backbone,0,15,0.25772746641348876
DEA,Shared backbone,5,1,0.21714614693330134
DEA,Shared backbone,5,2,0.22036021433737227
DEA,Shared backbone,5,3,0.21461906737834008
DEA,Shared backbone,5,4,0.2171937102084725
DEA,Shared backbone,5,5,0.20324062057264772
DEA,Shared backbone,5,6,0.21780967612240326
DEA,Shared backbone,5,7,0.19399215511689916
DEA,Shared backbone,5,8,0.22019263754607332
DEA,Shared backbone,5,9,0.20142090031039206
DEA,Shared backbone,5,10,0.1913771770097437
DEA,Shared backbone,5,11,0.20183013911113884
DEA,Shared backbone,5,12,0.22944722501812825
DEA,Shared backbone,5,13,0.23460806500734308
DEA,Shared backbone,5,14,0.21514596265657895
DEA,Shared backbone,5,15,0.2148268521698599
DEA,Shared backbone,10,1,0.18041126751000747
DEA,Shared backbone,10,2,0.16228851156835622
DEA,Shared backbone,10,3,0.16839766987255372
DEA,Shared backbone,10,4,0.17775629796746206
DEA,Shared backbone,10,5,0.17277888659464868
DEA,Shared backbone,10,6,0.1560173100392082
DEA,Shared backbone,10,7,0.17108081906879657
DEA,Shared backbone,10,8,0.16423384605319985
DEA,Shared backbone,10,9,0.18194226262684202
DEA,Shared backbone,10,10,0.16149408300201043
DEA,Shared backbone,10,11,0.17845287697116632
DEA,Shared backbone,10,12,0.16577260961534335
DEA,Shared backbone,10,13,0.17157966738886024
DEA,Shared backbone,10,14,0.1718395211551678
DEA,Shared backbone,10,15,0.167008292334083
DEA,Shared backbone,20,1,0.14142085581749722
DEA,Shared backbone,20,2,0.13814999052453197
DEA,Shared backbone,20,3,0.14763764854293546
DEA,Shared backbone,20,4,0.1253494366177343
DEA,Shared backbone,20,5,0.12054366909235184
DEA,Shared backbone,20,6,0.13475166752675138
DEA,Shared backbone,20,7,0.1261525176102983
DEA,Shared backbone,20,8,0.14141658757143005
DEA,Shared backbone,20,9,0.13073258519141134
DEA,Shared backbone,20,10,0.11312352993318366
DEA,Shared backbone,20,11,0.1252617305408395
DEA,Shared backbone,20,12,0.13876665976353406
DEA,Shared backbone,20,13,0.12344243030295227
DEA,Shared backbone,20,14,0.13175095257379646
DEA,Shared backbone,20,15,0.12807989361794123
DEA,Proposed + gate,0,1,0.22657133147104327
DEA,Proposed + gate,0,2,0.22808550295286498
DEA,Proposed + gate,0,3,0.20699390679347643
DEA,Proposed + gate,0,4,0.23061763649813952
DEA,Proposed + gate,0,5,0.2284216752939853
DEA,Proposed + gate,0,6,0.24464033502141416
DEA,Proposed + gate,0,7,0.2633421485610907
DEA,Proposed + gate,0,8,0.3105175803393262
DEA,Proposed + gate,0,9,0.19883093259849136
DEA,Proposed + gate,0,10,0.2532671884024725
DEA,Proposed + gate,0,11,0.22128822456926725
DEA,Proposed + gate,0,12,0.22964126739770324
DEA,Proposed + gate,0,13,0.24785155060159564
DEA,Proposed + gate,0,14,0.21957402914515653
DEA,Proposed + gate,0,15,0.2346712274004159
DEA,Proposed + gate,5,1,0.18130411674211058
DEA,Proposed + gate,5,2,0.17524388986382386
DEA,Proposed + gate,5,3,0.18910218548066376
DEA,Proposed + gate,5,4,0.18232877242611342
DEA,Proposed + gate,5,5,0.16550381475217174
DEA,Proposed + gate,5,6,0.17879649256330582
DEA,Proposed + gate,5,7,0.17126348771821157
DEA,Proposed + gate,5,8,0.16963169407811607
DEA,Proposed + gate,5,9,0.1778447771259889
DEA,Proposed + gate,5,10,0.1803448097567734
DEA,Proposed + gate,5,11,0.16955258990756084
DEA,Proposed + gate,5,12,0.18007703698533425
DEA,Proposed + gate,5,13,0.1731070793871309
DEA,Proposed + gate,5,14,0.16483523531987154
DEA,Proposed + gate,5,15,0.17092137070642022
DEA,Proposed + gate,10,1,0.14798268037352935
DEA,Proposed + gate,10,2,0.13825125167344274
DEA,Proposed + gate,10,3,0.13323568957646606
DEA,Proposed + gate,10,4,0.15911054164509125
DEA,Proposed + gate,10,5,0.13961552287068718
DEA,Proposed + gate,10,6,0.13526537891896398
DEA,Proposed + gate,10,7,0.14267512465760943
DEA,Proposed + gate,10,8,0.13582772982349342
DEA,Proposed + gate,10,9,0.1507156066285963
DEA,Proposed + gate,10,10,0.13446202831955148
DEA,Proposed + gate,10,11,0.1438385033132337
DEA,Proposed + gate,10,12,0.1301104356078112
DEA,Proposed + gate,10,13,0.1250557005645645
DEA,Proposed + gate,10,14,0.1282728544016266
DEA,Proposed + gate,10,15,0.12842521395805742
DEA,Proposed + gate,20,1,0.11130097015545296
DEA,Proposed + gate,20,2,0.10566762914169833
DEA,Proposed + gate,20,3,0.09832158966624183
DEA,Proposed + gate,20,4,0.11987373209787924
DEA,Proposed + gate,20,5,0.09898955632254448
DEA,Proposed + gate,20,6,0.09939009913142169
DEA,Proposed + gate,20,7,0.1064359864700593
DEA,Proposed + gate,20,8,0.10782219311995883
DEA,Proposed + gate,20,9,0.11073939631501759
DEA,Proposed + gate,20,10,0.10326564606493122
DEA,Proposed + gate,20,11,0.10330338975660223
DEA,Proposed + gate,20,12,0.09679028229592254
DEA,Proposed + gate,20,13,0.1263114674204605
DEA,Proposed + gate,20,14,0.11267898296101306
DEA,Proposed + gate,20,15,0.10892629760664299
MRC,From scratch,0,1,0.42
MRC,From scratch,0,2,0.40062608620403506
MRC,From scratch,0,3,0.4155952172536108
MRC,From scratch,0,4,0.42
MRC,From scratch,0,5,0.40408084306316006
MRC,From scratch,0,6,0.42
MRC,From scratch,0,7,0.41031096833615066
MRC,From scratch,0,8,0.3928746517379065
MRC,From scratch,0,9,0.42
MRC,From scratch,0,10,0.42
MRC,From scratch,0,11,0.3891686871348262
MRC,From scratch,0,12,0.42
MRC,From scratch,0,13,0.3864027318991252
MRC,From scratch,0,14,0.40904050538853143
MRC,From scratch,0,15,0.42
MRC,From scratch,5,1,0.3427786037507501
MRC,From scratch,5,2,0.3324578504580416
MRC,From scratch,5,3,0.36026842204546966
MRC,From scratch,5,4,0.33717892986250975
MRC,From scratch,5,5,0.3245804028281033
MRC,From scratch,5,6,0.30777134888399155
MRC,From scratch,5,7,0.3433428782725281
MRC,From scratch,5,8,0.3440607295760506
MRC,From scratch,5,9,0.33689892853168685
MRC,From scratch,5,10,0.3490859706589549
MRC,From scratch,5,11,0.33390882302407665
MRC,From scratch,5,12,0.3428385085441435
MRC,From scratch,5,13,0.3327050282966037
MRC,From scratch,5,14,0.32604496069654443
MRC,From scratch,5,15,0.3475040521277397
MRC,From scratch,10,1,0.2802328389667183
MRC,From scratch,10,2,0.2751552991066865
MRC,From scratch,10,3,0.28550199616458594
MRC,From scratch,10,4,0.27579698813104475
MRC,From scratch,10,5,0.28564931210594524
MRC,From scratch,10,6,0.2780539038774496
MRC,From scratch,10,7,0.2624559443319168
MRC,From scratch,10,8,0.289062740928725
MRC,From scratch,10,9,0.2809310391715453
MRC,From scratch,10,10,0.27518011352792654
MRC,From scratch,10,11,0.27534573181463295
MRC,From scratch,10,12,0.2694317093230721
MRC,From scratch,10,13,0.2633971861027874
MRC,From scratch,10,14,0.27425477522819103
MRC,From scratch,10,15,0.2606092976616005
MRC,From scratch,20,1,0.21353819117051817
MRC,From scratch,20,2,0.21634520109464067
MRC,From scratch,20,3,0.20821499409349015
MRC,From scratch,20,4,0.21334961372258882
MRC,From scratch,20,5,0.2014804675993402
MRC,From scratch,20,6,0.1903284511103682
MRC,From scratch,20,7,0.2216527126164906
MRC,From scratch,20,8,0.21939777381132036
MRC,From scratch,20,9,0.22815554214475722
MRC,From scratch,20,10,0.2149695167297697
MRC,From scratch,20,11,0.20765114634704793
MRC,From scratch,20,12,0.20083884545373468
MRC,From scratch,20,13,0.2014324807294572
MRC,From scratch,20,14,0.2133490304784434
MRC,From scratch,20,15,0.22544683964884957
MRC,Direct fine-tuning,0,1,0.3544960706891246
MRC,Direct fine-tuning,0,2,0.3434298280477473
MRC,Direct fine-tuning,0,3,0.3348839442874055
MRC,Direct fine-tuning,0,4,0.3754736659790254
MRC,Direct fine-tuning,0,5,0.3303602731163623
MRC,Direct fine-tuning,0,6,0.32825093836063834
MRC,Direct fine-tuning,0,7,0.3483368707783527
MRC,Direct fine-tuning,0,8,0.3814457018282474
MRC,Direct fine-tuning,0,9,0.362889961871867
MRC,Direct fine-tuning,0,10,0.3542669075312277
MRC,Direct fine-tuning,0,11,0.36019824798264355
MRC,Direct fine-tuning,0,12,0.31310114187612376
MRC,Direct fine-tuning,0,13,0.3237400389978828
MRC,Direct fine-tuning,0,14,0.332226981350018
MRC,Direct fine-tuning,0,15,0.3071007916239464
MRC,Direct fine-tuning,5,1,0.27021793568643926
MRC,Direct fine-tuning,5,2,0.2586099567554594
MRC,Direct fine-tuning,5,3,0.2631493784393833
MRC,Direct fine-tuning,5,4,0.2733655894232342
MRC,Direct fine-tuning,5,5,0.27064755746316566
MRC,Direct fine-tuning,5,6,0.2784370178433448
MRC,Direct fine-tuning,5,7,0.26208890862287165
MRC,Direct fine-tuning,5,8,0.27639168864186425
MRC,Direct fine-tuning,5,9,0.26888694301406796
MRC,Direct fine-tuning,5,10,0.27595795005359225
MRC,Direct fine-tuning,5,11,0.2787769972901467
MRC,Direct fine-tuning,5,12,0.25773678313636406
MRC,Direct fine-tuning,5,13,0.26167735308972667
MRC,Direct fine-tuning,5,14,0.2827104556018976
MRC,Direct fine-tuning,5,15,0.2650766904840334
MRC,Direct fine-tuning,10,1,0.23205840017575916
MRC,Direct fine-tuning,10,2,0.21388576467992296
MRC,Direct fine-tuning,10,3,0.225136760479051
MRC,Direct fine-tuning,10,4,0.23277954369116935
MRC,Direct fine-tuning,10,5,0.2020677528295321
MRC,Direct fine-tuning,10,6,0.22021488220466898
MRC,Direct fine-tuning,10,7,0.22270946842734712
MRC,Direct fine-tuning,10,8,0.22201038580425825
MRC,Direct fine-tuning,10,9,0.21813218906270915
MRC,Direct fine-tuning,10,10,0.20974956925808486
MRC,Direct fine-tuning,10,11,0.19461197579360895
MRC,Direct fine-tuning,10,12,0.20824993058009156
MRC,Direct fine-tuning,10,13,0.21807015912164074
MRC,Direct fine-tuning,10,14,0.23630778972072744
MRC,Direct fine-tuning,10,15,0.22531680254715386
MRC,Direct fine-tuning,20,1,0.1752748288408221
MRC,Direct fine-tuning,20,2,0.1696816781418363
MRC,Direct fine-tuning,20,3,0.1578575631555906
MRC,Direct fine-tuning,20,4,0.16400448607564735
MRC,Direct fine-tuning,20,5,0.1667369038267054
MRC,Direct fine-tuning,20,6,0.17434167362929628
MRC,Direct fine-tuning,20,7,0.16673478760914168
MRC,Direct fine-tuning,20,8,0.14056195288714424
MRC,Direct fine-tuning,20,9,0.17363130982112518
MRC,Direct fine-tuning,20,10,0.17121155740939753
MRC,Direct fine-tuning,20,11,0.15993822445631642
MRC,Direct fine-tuning,20,12,0.16890337741064795
MRC,Direct fine-tuning,20,13,0.15498781977582018
MRC,Direct fine-tuning,20,14,0.15570682497101798
MRC,Direct fine-tuning,20,15,0.1739363951683156
MRC,Shared backbone,0,1,0.2868786399457214
MRC,Shared backbone,0,2,0.3281207823445962
MRC,Shared backbone,0,3,0.2768344004030599
MRC,Shared backbone,0,4,0.2924811864477151
MRC,Shared backbone,0,5,0.25306862338472397
MRC,Shared backbone,0,6,0.3128741474191383
MRC,Shared backbone,0,7,0.29047539352536234
MRC,Shared backbone,0,8,0.26799572337710514
MRC,Shared backbone,0,9,0.25705853364698555
MRC,Shared backbone,0,10,0.2876280421711477
MRC,Shared backbone,0,11,0.24215529626873605
MRC,Shared backbone,0,12,0.28095894721283515
MRC,Shared backbone,0,13,0.25819013347215947
MRC,Shared backbone,0,14,0.24733005903509095
MRC,Shared backbone,0,15,0.25373355827714983
MRC,Shared backbone,5,1,0.19937480901892055
MRC,Shared backbone,5,2,0.2222586887106655
MRC,Shared backbone,5,3,0.23025797549457083
MRC,Shared backbone,5,4,0.22676596894094572
MRC,Shared backbone,5,5,0.21406666719130177
MRC,Shared backbone,5,6,0.23145773256784763
MRC,Shared backbone,5,7,0.19572077955666842
MRC,Shared backbone,5,8,0.22504557312973458
MRC,Shared backbone,5,9,0.21213843992303816
MRC,Shared backbone,5,10,0.21473881304779147
MRC,Shared backbone,5,11,0.20900899982671484
MRC,Shared backbone,5,12,0.21881367590811204
MRC,Shared backbone,5,13,0.204102810900346
MRC,Shared backbone,5,14,0.2151784758224556
MRC,Shared backbone,5,15,0.23464986889784803
MRC,Shared backbone,10,1,0.15867106116924012
MRC,Shared backbone,10,2,0.16744727832401118
MRC,Shared backbone,10,3,0.1750911674538987
MRC,Shared backbone,10,4,0.16956248202449423
MRC,Shared backbone,10,5,0.18239974094159497
MRC,Shared backbone,10,6,0.17636694498649452
MRC,Shared backbone,10,7,0.17608204838919392
