material,method,hf_shots,run,relative_error
MRC,Shared backbone,10,8,0.16020862880421255
MRC,Shared backbone,10,9,0.1652453477391154
MRC,Shared backbone,10,10,0.18069439690495767
MRC,Shared backbone,10,11,0.19168026249962455
MRC,Shared backbone,10,12,0.15968158272759053
MRC,Shared backbone,10,13,0.18645445926177115
MRC,Shared backbone,10,14,0.17319155457877713
MRC,Shared backbone,10,15,0.1712126962083545
MRC,Shared backbone,20,1,0.13624050713281183
MRC,Shared backbone,20,2,0.13541533055380803
MRC,Shared backbone,20,3,0.1273412508109157
MRC,Shared backbone,20,4,0.1325548305777323
MRC,Shared backbone,20,5,0.1410880154278515
MRC,Shared backbone,20,6,0.14282652185002612
MRC,Shared backbone,20,7,0.13437333303947666
MRC,Shared backbone,20,8,0.13231881394653067
MRC,Shared backbone,20,9,0.14166482494370813
MRC,Shared backbone,20,10,0.13695950670563412
MRC,Shared backbone,20,11,0.14594131125641832
MRC,Shared backbone,20,12,0.1269344229354334
MRC,Shared backbone,20,13,0.14245658501089167
MRC,Shared backbone,20,14,0.1350129403995981
MRC,Shared backbone,20,15,0.13306424941889336
MRC,Proposed + gate,0,1,0.2538076205633671
MRC,Proposed + gate,0,2,0.2347123979351425
MRC,Proposed + gate,0,3,0.24468212042803528
MRC,Proposed + gate,0,4,0.2480137367825465
MRC,Proposed + gate,0,5,0.19934240846499496
MRC,Proposed + gate,0,6,0.2551939468356797
MRC,Proposed + gate,0,7,0.2067325862300221
MRC,Proposed + gate,0,8,0.2569872813155567
MRC,Proposed + gate,0,9,0.25092912704294107
MRC,Proposed + gate,0,10,0.27712660271092865
MRC,Proposed + gate,0,11,0.24713795721100856
MRC,Proposed + gate,0,12,0.2550405813210506
MRC,Proposed + gate,0,13,0.2329915587167844
MRC,Proposed + gate,0,14,0.2579927703472313
MRC,Proposed + gate,0,15,0.22820832370801777
MRC,Proposed + gate,5,1,0.1900033359671956
MRC,Proposed + gate,5,2,0.17755248884517244
MRC,Proposed + gate,5,3,0.18058048770980237
MRC,Proposed + gate,5,4,0.18394881384804163
MRC,Proposed + gate,5,5,0.18122586369835864
MRC,Proposed + gate,5,6,0.19464542875971602
MRC,Proposed + gate,5,7,0.18460610834252125
MRC,Proposed + gate,5,8,0.1920425710909051
MRC,Proposed + gate,5,9,0.16601523648508895
MRC,Proposed + gate,5,10,0.18656180458383587
MRC,Proposed + gate,5,11,0.20006315870354985
MRC,Proposed + gate,5,12,0.16994267329964075
MRC,Proposed + gate,5,13,0.16924622182272692
MRC,Proposed + gate,5,14,0.1849967730850909
MRC,Proposed + gate,5,15,0.16169679840103895
MRC,Proposed + gate,10,1,0.1550774446261351
MRC,Proposed + gate,10,2,0.13346636668925235
MRC,Proposed + gate,10,3,0.1377581990553847
MRC,Proposed + gate,10,4,0.16159130063862054
MRC,Proposed + gate,10,5,0.1416185087570581
MRC,Proposed + gate,10,6,0.13776421795721056
MRC,Proposed + gate,10,7,0.1438936989849733
MRC,Proposed + gate,10,8,0.147363158098723
MRC,Proposed + gate,10,9,0.12807719014576108
MRC,Proposed + gate,10,10,0.16479254705023774
MRC,Proposed + gate,10,11,0.14395283991312646
MRC,Proposed + gate,10,12,0.13621333809026342
MRC,Proposed + gate,10,13,0.14027564865285538
MRC,Proposed + gate,10,14,0.14429016687023896
MRC,Proposed + gate,10,15,0.12718075652287045
MRC,Proposed + gate,20,1,0.10909307342625402
MRC,Proposed + gate,20,2,0.11676403022751991
MRC,Proposed + gate,20,3,0.12152688530443304
MRC,Proposed + gate,20,4,0.13320989334011973
MRC,Proposed + gate,20,5,0.1104241173473422
MRC,Proposed + gate,20,6,0.10249980632992112
MRC,Proposed + gate,20,7,0.12313718659560455
MRC,Proposed + gate,20,8,0.11788062216569743
MRC,Proposed + gate,20,9,0.11008327001636165
MRC,Proposed + gate,20,10,0.11901516108344731
MRC,Proposed + gate,20,11,0.1155514752765405
MRC,Proposed + gate,20,12,0.11887159093071385
MRC,Proposed + gate,20,13,0.09593495956985744
MRC,Proposed + gate,20,14,0.10377488095993553
MRC,Proposed + gate,20,15,0.11582149323734374
PRF,From scratch,0,1,0.4037541785372604
PRF,From scratch,0,2,0.42
PRF,From scratch,0,3,0.39440052286880345
PRF,From scratch,0,4,0.42
PRF,From scratch,0,5,0.38519495729011566
PRF,From scratch,0,6,0.42
PRF,From scratch,0,7,0.42
PRF,From scratch,0,8,0.42
PRF,From scratch,0,9,0.4040114405132791
PRF,From scratch,0,10,0.4186163068241686
PRF,From scratch,0,11,0.42
PRF,From scratch,0,12,0.42
PRF,From scratch,0,13,0.4118600127176334
PRF,From scratch,0,14,0.42
PRF,From scratch,0,15,0.4059695107477203
PRF,From scratch,5,1,0.34934299051772394
PRF,From scratch,5,2,0.33701117734610697
PRF,From scratch,5,3,0.34563255588301967
PRF,From scratch,5,4,0.3361854081414172
PRF,From scratch,5,5,0.33827226080861883
PRF,From scratch,5,6,0.3487456036137628
PRF,From scratch,5,7,0.3371793138930739
PRF,From scratch,5,8,0.3458126037575362
PRF,From scratch,5,9,0.3381474576709194
PRF,From scratch,5,10,0.3294168240567552
PRF,From scratch,5,11,0.3316976738839341
PRF,From scratch,5,12,0.34447551684749356
PRF,From scratch,5,13,0.35491821623845593
PRF,From scratch,5,14,0.34264744319282364
PRF,From scratch,5,15,0.3384259692872988
PRF,From scratch,10,1,0.2676048907479699
PRF,From scratch,10,2,0.2795882990718302
PRF,From scratch,10,3,0.29609375888625344
PRF,From scratch,10,4,0.2832916749525729
PRF,From scratch,10,5,0.2632648232367008
PRF,From scratch,10,6,0.28570827952737776
PRF,From scratch,10,7,0.2751527170368072
PRF,From scratch,10,8,0.26183496987686744
PRF,From scratch,10,9,0.27336804477664944
PRF,From scratch,10,10,0.2785893829655666
PRF,From scratch,10,11,0.2721884288528184
PRF,From scratch,10,12,0.3039572782503244
PRF,From scratch,10,13,0.28040978147693535
PRF,From scratch,10,14,0.2987835727047257
PRF,From scratch,10,15,0.25556438430084066
PRF,From scratch,20,1,0.21467844684270806
PRF,From scratch,20,2,0.20197148943921975
PRF,From scratch,20,3,0.20345207431750736
PRF,From scratch,20,4,0.2214882090198681
PRF,From scratch,20,5,0.2295571626698195
PRF,From scratch,20,6,0.22236261906006202
PRF,From scratch,20,7,0.22406909083650992
PRF,From scratch,20,8,0.20766212165834316
PRF,From scratch,20,9,0.2223075004905288
PRF,From scratch,20,10,0.2106900489831434
PRF,From scratch,20,11,0.21674363090062138
PRF,From scratch,20,12,0.20721087568262986
PRF,From scratch,20,13,0.2303529628592238
PRF,From scratch,20,14,0.20842286856470976
PRF,From scratch,20,15,0.2149634454587744
PRF,Direct fine-tuning,0,1,0.3538130758510244
PRF,Direct fine-tuning,0,2,0.336165184922633
PRF,Direct fine-tuning,0,3,0.34711243614115894
PRF,Direct fine-tuning,0,4,0.39357405276573554
PRF,Direct fine-tuning,0,5,0.34052201948933397
PRF,Direct fine-tuning,0,6,0.3747950511432904
PRF,Direct fine-tuning,0,7,0.36991357362115146
PRF,Direct fine-tuning,0,8,0.3902684856432505
PRF,Direct fine-tuning,0,9,0.3240712255601207
PRF,Direct fine-tuning,0,10,0.37707846909959614
PRF,Direct fine-tuning,0,11,0.32562388529862124
PRF,Direct fine-tuning,0,12,0.34615549479449703
PRF,Direct fine-tuning,0,13,0.3492441775632009
PRF,Direct fine-tuning,0,14,0.3311925943498813
PRF,Direct fine-tuning,0,15,0.3340942651890348
PRF,Direct fine-tuning,5,1,0.2784885195059525
PRF,Direct fine-tuning,5,2,0.2792915762224596
PRF,Direct fine-tuning,5,3,0.28716470896700824
PRF,Direct fine-tuning,5,4,0.2840651637834092
PRF,Direct fine-tuning,5,5,0.26783194096036445
PRF,Direct fine-tuning,5,6,0.2665057277938743
PRF,Direct fine-tuning,5,7,0.2741667980161067
PRF,Direct fine-tuning,5,8,0.2734868680909021
PRF,Direct fine-tuning,5,9,0.27747056865453607
PRF,Direct fine-tuning,5,10,0.26442351065337905
PRF,Direct fine-tuning,5,11,0.2883124032829633
PRF,Direct fine-tuning,5,12,0.28390657936811997
PRF,Direct fine-tuning,5,13,0.27270347778980264
PRF,Direct fine-tuning,5,14,0.26123045979058457
PRF,Direct fine-tuning,5,15,0.260985340287464
PRF,Direct fine-tuning,10,1,0.21756523243012005
PRF,Direct fine-tuning,10,2,0.21787546711695446
PRF,Direct fine-tuning,10,3,0.24306056377443566
PRF,Direct fine-tuning,10,4,0.21844622724957363
PRF,Direct fine-tuning,10,5,0.21803669847279797
PRF,Direct fine-tuning,10,6,0.2393917564272569
PRF,Direct fine-tuning,10,7,0.230185319610652
PRF,Direct fine-tuning,10,8,0.22988284116044905
PRF,Direct fine-tuning,10,9,0.2372666541250223
PRF,Direct fine-tuning,10,10,0.22177121571900998
PRF,Direct fine-tuning,10,11,0.21222120790875137
PRF,Direct fine-tuning,10,12,0.23659057413476176
PRF,Direct fine-tuning,10,13,0.2431502883678492
PRF,Direct fine-tuning,10,14,0.2086307684007806
PRF,Direct fine-tuning,10,15,0.23262394403828
PRF,Direct fine-tuning,20,1,0.18322483210958734
PRF,Direct fine-tuning,20,2,0.17479869930750905
PRF,Direct fine-tuning,20,3,0.17132690788120822
PRF,Direct fine-tuning,20,4,0.18408668440574827
PRF,Direct fine-tuning,20,5,0.17857402273600154
PRF,Direct fine-tuning,20,6,0.17375267006745218
PRF,Direct fine-tuning,20,7,0.17523501587982915
PRF,Direct fine-tuning,20,8,0.1622021824982903
PRF,Direct fine-tuning,20,9,0.15882467266296474
PRF,Direct fine-tuning,20,10,0.18622514450813757
PRF,Direct fine-tuning,20,11,0.175090715942045
PRF,Direct fine-tuning,20,12,0.17610587751517695
PRF,Direct fine-tuning,20,13,0.17497275994692618
PRF,Direct fine-tuning,20,14,0.18015270635058966
PRF,Direct fine-tuning,20,15,0.1606951721035201
PRF,Shared backbone,0,1,0.2895476691532684
PRF,Shared backbone,0,2,0.26428848824112455
PRF,Shared backbone,0,3,0.2549352843070681
PRF,Shared backbone,0,4,0.27968062295227225
PRF,Shared backbone,0,5,0.24248578603195958
PRF,Shared backbone,0,6,0.3093123735660627
PRF,Shared backbone,0,7,0.25522685823223856
PRF,Shared backbone,0,8,0.2995042128526156
PRF,Shared backbone,0,9,0.2710516734161979
PRF,Shared backbone,0,10,0.2633749063605426
PRF,Shared backbone,0,11,0.289733802731014
PRF,Shared backbone,0,12,0.27289216487713963
PRF,Shared backbone,0,13,0.3004295684517111
PRF,Shared backbone,0,14,0.2706577202337538
PRF,Shared backbone,0,15,0.2665661093197497
PRF,Shared backbone,5,1,0.21339752014950109
PRF,Shared backbone,5,2,0.22195815420541587
PRF,Shared backbone,5,3,0.20023108803290196
PRF,Shared backbone,5,4,0.2110846089280652
PRF,Shared backbone,5,5,0.20814342631727026
PRF,Shared backbone,5,6,0.2271469597101513
PRF,Shared backbone,5,7,0.20111619224190458
PRF,Shared backbone,5,8,0.220504595950238
PRF,Shared backbone,5,9,0.21540251222769896
PRF,Shared backbone,5,10,0.2203495745632788
PRF,Shared backbone,5,11,0.21528113836086543
PRF,Shared backbone,5,12,0.22419786654129964
PRF,Shared backbone,5,13,0.22394589598147033
PRF,Shared backbone,5,14,0.2109358971975979
PRF,Shared backbone,5,15,0.21991679057139535
PRF,Shared backbone,10,1,0.1813470067189758
PRF,Shared backbone,10,2,0.15883293402050921
PRF,Shared backbone,10,3,0.18037892767620414
PRF,Shared backbone,10,4,0.16896895498437342
PRF,Shared backbone,10,5,0.17548398238145074
PRF,Shared backbone,10,6,0.17282001593749283
PRF,Shared backbone,10,7,0.16819911179449085
PRF,Shared backbone,10,8,0.1844385851420288
PRF,Shared backbone,10,9,0.17725156256438673
PRF,Shared backbone,10,10,0.17689596400493482
PRF,Shared backbone,10,11,0.17901671077029901
PRF,Shared backbone,10,12,0.1705925716042891
PRF,Shared backbone,10,13,0.1606952250084817
PRF,Shared backbone,10,14,0.175366847412214
PRF,Shared backbone,10,15,0.18150364768441965
PRF,Shared backbone,20,1,0.13523288899987654
PRF,Shared backbone,20,2,0.14311915076179366
PRF,Shared backbone,20,3,0.12278136358863874
PRF,Shared backbone,20,4,0.15786935186568885
PRF,Shared backbone,20,5,0.1362105665722112
PRF,Shared backbone,20,6,0.1552867742840784
PRF,Shared backbone,20,7,0.13039840816558207
PRF,Shared backbone,20,8,0.16285592755341757
PRF,Shared backbone,20,9,0.14422569072150254
PRF,Shared backbone,20,10,0.1521779004004687
PRF,Shared backbone,20,11,0.12416073288751438
PRF,Shared backbone,20,12,0.13087352638946825
PRF,Shared backbone,20,13,0.13899575492201038
PRF,Shared backbone,20,14,0.13420087193339278
PRF,Shared backbone,20,15,0.14846481554731467
PRF,Proposed + gate,0,1,0.2411370147387669
PRF,Proposed + gate,0,2,0.24399370765546166
PRF,Proposed + gate,0,3,0.25563071222937517
PRF,Proposed + gate,0,4,0.2180555777020747
PRF,Proposed + gate,0,5,0.2326326003403546
PRF,Proposed + gate,0,6,0.20837259351608994
PRF,Proposed + gate,0,7,0.2417113543154113
PRF,Proposed + gate,0,8,0.24302119078974477
PRF,Proposed + gate,0,9,0.2282304317385568
PRF,Proposed + gate,0,10,0.2757218711424244
PRF,Proposed + gate,0,11,0.21449063347558545
PRF,Proposed + gate,0,12,0.27107173536853596
PRF,Proposed + gate,0,13,0.24780587648616656
PRF,Proposed + gate,0,14,0.24511428526903306
PRF,Proposed + gate,0,15,0.2618435884501336
PRF,Proposed + gate,5,1,0.1905375527286846
PRF,Proposed + gate,5,2,0.1891508798613956
PRF,Proposed + gate,5,3,0.1799423329329239
PRF,Proposed + gate,5,4,0.19015121382050248
PRF,Proposed + gate,5,5,0.18401223213587886
PRF,Proposed + gate,5,6,0.18485240147116563
PRF,Proposed + gate,5,7,0.1920030325592523
PRF,Proposed + gate,5,8,0.17627212599187603
PRF,Proposed + gate,5,9,0.1785437872161623
PRF,Proposed + gate,5,10,0.16187013638331288
PRF,Proposed + gate,5,11,0.19944762910198338
PRF,Proposed + gate,5,12,0.20745835763182488
PRF,Proposed + gate,5,13,0.19344331880036003
PRF,Proposed + gate,5,14,0.17935202436372155
PRF,Proposed + gate,5,15,0.18855599454420743
PRF,Proposed + gate,10,1,0.1283027662993105
PRF,Proposed + gate,10,2,0.12577955011102407
PRF,Proposed + gate,10,3,0.14456163091066737
PRF,Proposed + gate,10,4,0.1361318094187995
PRF,Proposed + gate,10,5,0.1399990381455956
PRF,Proposed + gate,10,6,0.15360804673499767
PRF,Proposed + gate,10,7,0.147997042984025
PRF,Proposed + gate,10,8,0.14846517478718033
PRF,Proposed + gate,10,9,0.14130062694818346
PRF,Proposed + gate,10,10,0.15186060749709396
PRF,Proposed + gate,10,11,0.14199683894682696
PRF,Proposed + gate,10,12,0.1596653291400072
PRF,Proposed + gate,10,13,0.1467854111326383
PRF,Proposed + gate,10,14,0.16218808577590937
PRF,Proposed + gate,10,15,0.1440653384601673
PRF,Proposed + gate,20,1,0.13368694450133475
PRF,Proposed + gate,20,2,0.10874532996525142
PRF,Proposed + gate,20,3,0.11125243366782538
PRF,Proposed + gate,20,4,0.11069569908681365
PRF,Proposed + gate,20,5,0.11379921979418817
PRF,Proposed + gate,20,6,0.10627600126257891
PRF,Proposed + gate,20,7,0.11068967070834304
PRF,Proposed + gate,20,8,0.11478892674869051
PRF,Proposed + gate,20,9,0.11342513442268151
PRF,Proposed + gate,20,10,0.12880500480016174
PRF,Proposed + gate,20,11,0.10741818167733423
PRF,Proposed + gate,20,12,0.10673675529981978
PRF,Proposed + gate,20,13,0.12399304949852333
PRF,Proposed + gate,20,14,0.11245362396111609
PRF,Proposed + gate,20,15,0.09964958291349507
